text|date
"Dog for rent:
8pm to 9pm: $100/hour
9pm to 10pm: $200/hour
10pm - 12am: $500/hour
If I have to drop the dog to save you from a Tinder date after midnight, $3,000.
It's the government or make a brother rich. Call me.

#quebec #quarantine #quebeccurfew https://t.co/4qzLKkmhMB"|2021-01-09 23:49:07
"""quarantine times #7"" © G Navar 2021; 11 x 12 in.; acrylic, pencils, ink &amp; oil on wood.

#socialdistancing #shelterinplace #quarantine #Corona #slaythemonster #facemask #painter #Michelangelo #David #artist #painting #coronavirus #Oaklandartist #gabrielnavar #texture https://t.co/S20VHgTpaf"|2021-01-09 23:48:34
"🌸✋🌼😷💮👐🌸😷🌼✋💮
#facemasks #facemasks4all
#gifts #Quarantine #shoppingonline #healthandsafety #onlineshopping #socialdistancing
CDC recommends the use of cloth face coverings to supplement social distancing in fight against spread of  #covid19
https://t.co/xgDXTq87iA https://t.co/1uuw2Njz5g"|2021-01-09 23:48:04
Two chefs are better then one! #quarantine #saturdayvibes #saturdaynight #lifeisgood https://t.co/atVWTUcpDk|2021-01-09 23:42:48
Does your dog need a few more friends? Check out Social Saturdays &amp; Sundays at Club Pet! Through 2/28, it's only $20 for daycare on the weekends - so give your pet a chance to socialize with new faces &amp; a break from the #quarantine routine! Book a day at https://t.co/GToF7067u8 https://t.co/peMngOnF30|2021-01-09 23:40:05
Maybe they'll be able to #Quarantine somewhere nice &amp; sunny, like the #politicians who sneaked south, but at least these lucky people can do it honorably. #nice #win #Enjoy https://t.co/u2PFHJsPXo|2021-01-09 23:37:09
Update 9th Jan 2021 @ 23:30 hrs UTC: Coronavirus Confirmed Cases and Deaths by Country, Territory, or Conveyance. Subject To Change: #coronavirus #COVID19 #VUI20201201 #pandemic #quarantine #GlobalEmergency #HealthEmergency https://t.co/vwUdUZ3nge|2021-01-09 23:36:44
Breakfast for Eldest in #Quarantine. Using the nice things https://t.co/y0fg7n1VCz|2021-01-09 23:18:49
Today, after a two week #Quarantine, I yelled at my kids for doing fuckall. As it came out of my mouth I inwardly cringed but stuck to my guns because it was the truth. They've done not 1 thing I've asked of them. Imagine if I'd actually gotten covid. https://t.co/T4z5COqkUs|2021-01-09 23:16:05
"Jazzing up quarantine on a lazy Saturday...

#musician #fashion #QuarantineLife #Quarantine #musicianslife https://t.co/JS2hJjtay7"|2021-01-09 23:14:00
"According to the passages, the ""demons"" are souls sent to hell after a life of sin . . . Amen. #Quarantine #PS4share https://t.co/Uo7EdSmyBQ"|2021-01-09 23:13:18
This shirt is #Quarantine appropriate.  #quarantinelife #workfromhome #pajamasallday #pajamas from https://t.co/ubOksSYFvU #horribleshirts https://t.co/vwYwcGI7fy|2021-01-09 23:02:21
