text|date
"Grace Carter - Silence 
 https://t.co/i9oY7Z6hRt #playlist 💓 *JazzHands*

Say something.  🎶🎶
#Quarantine  #WashYourHands"|2021-01-06 23:58:03
"Duck walks into drugstore. Pharmacist asks, ""Will this be cash or charge?"" The duck says . . . #Quarantine #PS4share https://t.co/VVqKno1Kx5"|2021-01-06 23:53:46
I had to break #Quarantine and go outside to listen to the ocean waves crashing on the beach.  It is most definitely a salve for my restless soul.  Back into quarantine and hibernation.|2021-01-06 23:53:27
"#covid 19 #canada #quebec #Quarantine #toronto
today Total Aircraft: 5989 vacancy return
live flight https://t.co/97CwchXau6 https://t.co/G8ti79C5i4"|2021-01-06 23:46:38
Repost @flawlessbymxhnoor🐚 #pakistaniweddings #bride #bridal #nikkah #fashion #instafashion #mehndi #henna #wedding #shaadi #marriage #pakistan #lahore #desi #outfit #jewelry #follow #karachi #pakistani #potd #ootd #reception #quarantine #walima #baraat #islamabad #designer https://t.co/4Hmg6AQNRL|2021-01-06 23:32:45
"Does lockdowns and cruel travel bans really help in stopping Covid? I found some good researches which says otherwise.
#COVID19 #pandemic #lockdown2021 #Quarantine"|2021-01-06 23:32:33
"@realDonaldTrump 

Not Even A Little ....

#WearAMask #Coronavirus #SocialDistanacing #DistanceLearning #Outbreak #Pandemic #Quarantine #Lockdown #UnitedStates https://t.co/5SvFPuaPk5"|2021-01-06 23:31:34
"hi im definitely not staying awake till 3 AM and calling my friends.. :) 
#Homeschooling #Quarantine #friendship 💜"|2021-01-06 23:31:20
"Safe Haven

A little isometric diagram of my bedroom, which has been my safe place during quarantine and these stressful times.
#quarantine #covid19 #college #artstudent #bedroom #artwork #digitalart #illustration #emilyredekerart https://t.co/WsU1QMPKuB"|2021-01-06 23:30:54
"Costume for your cat 🐱
Check out:
https://t.co/JmGxYqM9sC
🐱🐱🐱🐱🐱🐱🐱🐱🐱
#cats #CatsOfTwitter #Caturday #CatsOnTwitter #catsofinstagram #CatholicTwitter #CuteCat #cute #funny #funnycats #cosplay #lockdown #QuarantineLife #Quarantine #QuarantineCats #cutenessOVERLOAD https://t.co/jQT92Ojr4E"|2021-01-06 23:30:42
"Some of us are actually thriving in #quarantine https://t.co/vYxQ7Yltvq ""The 'Great Pause', a once in a lifetime opportunity to see what it looks like, and how it feels, to opt out of the rat race,” https://t.co/BWBXLuY9HW"|2021-01-06 23:27:24
"New book for children 8 to 12 makes a great gift anytime of the year! Buy today at Amazon! https://t.co/n6AgPBWY9T  #gift #newbook #birthdaygift  #tween #giftideas #birthdaygirl #birthdayboy #birthdaygiftideas  #giftsforkids #librarian 
#QuarantineLife #Quarantine #homeschooling https://t.co/61qxUZ88Cj"|2021-01-06 23:26:00
Contact Tracer #Quarantine Hoodie #ContactTracer #ContactTracing https://t.co/5AelLBfzD6 via @zazzle #covid19|2021-01-06 23:17:08
"Here are more details about Quebec's lockdown and curfew: essential services, indoor/outdoor activities and schools. These are from the government press release.

More in today’s @mtlgazette live updates: https://t.co/XuQ5LQCGkp #covid19 #covid19qc #quarantine #curfew https://t.co/91Ah7Jtb9W"|2021-01-06 23:16:20
"#Quarantine site in north Phnom Penh inaugurated - The centre can house up to 500 people, according to Phnom Penh municipal governor Khuong Sreng. #Cambodia #News 

https://t.co/LERYdwSz4u https://t.co/QOQtgksbPS"|2021-01-06 23:11:17
"@GOP @DNC

Really ?

Nothing Ventured , Nothing Gained ?

Pathetic ....

https://t.co/WDXWPuLMqy

#WearAMask #Coronavirus #SocialDistanacing #DistanceLearning #Outbreak #Pandemic #Quarantine #Lockdown #UnitedStates"|2021-01-06 23:10:30
"@GOP @DNC

Really ?

Nothing Ventured , Nothing Gained ?

Pathetic ....

https://t.co/NcAOlQhOPa

#WearAMask #Coronavirus #SocialDistanacing #DistanceLearning #Outbreak #Pandemic #Quarantine #Lockdown #UnitedStates"|2021-01-06 23:07:21
Not that I wished any one of my mates to be “infectious” nor do I not have sympathy for my colleagues who’s working too hard, but dear lord I couldn’t stress enough how badly I needed this #quarantine 🥺 https://t.co/qoIeKsIfwv|2021-01-06 22:57:48
Current perpetual mood  ..... #lockdown #QuarantineLife #Quarantine #StayHome https://t.co/FbbjLces60|2021-01-06 22:54:19
"Here are some key details regarding Quebec's four-week “shock-treatment” lockdown and 8 p.m.-to-5 a.m. curfew. Starts Saturday; scheduled to end Feb. 8.

More in today’s @mtlgazette live updates: https://t.co/XuQ5LQCGkp #covid19 #covid19qc #quarantine #curfew https://t.co/X6Fa2mqp1y"|2021-01-06 22:50:02
Contact Tracer's #Quarantine Latte Mug #ContactTracing #ContactTracer https://t.co/aCE96kl96N via @zazzle #zazzle|2021-01-06 22:48:39
"@BmptGuardian @JohnTory @celliottability @BonnieCrombie 
These high #infectionrate neighbourhoods go back some time. We thought that #youngpeople were addicted to parties. This wasn't the case in September. If you don't handle #COVID19, it handles you. Enforce #quarantine. https://t.co/XUXWWLfHlW https://t.co/6f2k0W34p4"|2021-01-06 22:41:23
We’d ordinarily be tweeting about line sitting, but you know #COVID19 has ground that to a halt. #pandemic. #quarantine so politics has kept us preoccupied for a while.|2021-01-06 22:39:44
Life is different now, and that can cause a lot of stress. Here's a yoga breathing technique to try and add to your day. #30Seconds #yoga #breathing #selfcare #fitness #mindbody #quarantine https://t.co/uCOO7JcjDk|2021-01-06 22:36:15
Want to make life happier, richer and more fulfilling – even in these most challenging times? Here are 5 things to start today from money &amp; happiness expert Ken Honda! #30Seconds @KenHondaHappy #money #happiness #quarantine #mindfulness #WorldGratitudeDay https://t.co/tOezYjhJmk|2021-01-06 22:35:25
"""The City Is Mine"" by West Haven Blast #HappyNewYear #westhavenblast #newmusic #mondaythoughts #np #streaming #Quarantine @RostrumRecords
https://t.co/PstCtZi18H"|2021-01-06 22:29:29
