text|date
@MarshaCollier @scedmonds @Lduel1Louise @CarlRamallo @SuuperG @muz4now @SoMiDalsgaard @gary_rio @terrinakamura @DondiScumaci @lorimcneeartist @MakMakay @DatingRev @jeffsheehan @Judy_Cockerton @JohnLusher @ShiCooks @rosequartz0518 @paulatooths @AlessandroRea @Mitch_M @TMurph207 @MadisonStores @NormansGuitars @curtbuthman @masato_jones Oh my word Marsha. I saw on the news that there were 20K cases reported on just 1 day last week. #StayHome #StayHealthy #SaturdayThoughts|2021-01-09 23:39:51
"My daughters brother &amp; sister-in-law in Alabama have Covid19.
Her brother in law has pneumonia along with Covid19- 7 day high fever &amp; not eating..Prayers 🙏💙
My daughter &amp; family are Neg.
Covid is very real to ALL the skeptics out there who think it is a hoax! #StayHome"|2021-01-09 23:39:11
Let’s hope this curfew has the impact it is intended to have....#StayHome #SaveLives #WearAMask #RESTEZCHEZVOUS https://t.co/dL1hZ1Dfh1|2021-01-09 23:39:08
@DXER65 @mill123and @LisaRacer2 The lesson here is don't let people brainwash you. No one is coming for your guns. #StayHome|2021-01-09 23:38:44
WEAR. A. MASK.  You are NOT exempt from spreading #COVID   Whatever you think is so bad you can’t cover your face - you’re wrong. #Covid19 is worse. Grow up or #StayHome #stopexemptionsuk https://t.co/y3uS9Z6PKN|2021-01-09 23:37:52
"📌  🇺🇸 reported more #COVID19 cases &amp; deaths last week than any previous during the pandemic.

📌 And &gt; 4,080 deaths on Thursday 

📌 In LA county 1 person is dying every 8 minutes.

Do your part &amp; Stop The Spread!

Wear a Mask &amp; #StayHome

#DemVoice1
https://t.co/Hi679fkm5d"|2021-01-09 23:37:50
Like a fucking movie. #StayHome https://t.co/no3fC3PefR|2021-01-09 23:35:28
#StayHome - You Tell the Story, We Set the Tone|2021-01-09 23:35:23
this quebec alert is a great reminder why i keep my phone on vibrate #covid19 #StayHome|2021-01-09 23:35:08
"Curfew Alert!!! 
#StayHome #FlattenTheCurve #Quebec #COVID19Ontario https://t.co/zlblJS7BWB"|2021-01-09 23:34:53
"#curfew is on, folks. The #Quebec government had a friendly loud mobile reminder. 
Stay safe, stay home folks. Let’s gets rid of this plague once and for all.

#covid #covidcurfew #StayHome #montreal #mtlmoments https://t.co/oLeLZWlyYM"|2021-01-09 23:34:10
@ApsoMollie1 Keep safe and sensible. There is nothing that is so important to risk lives for. #StayHome|2021-01-09 23:34:05
Made another one since I am enjoying making these so much! #StaySafe, #StayHome is possible and #WearAMask https://t.co/zhEBW9Ri9O|2021-01-09 23:33:54
I’m sharing these gorgeous flowers today. They’re from one of the beautiful red flowering #Eucalyptus or Gum Trees in my street. I think it’s  called ‘Wildfire’. Have a good day, #staysafe &amp; if you’re in #Brisbane or another community in #COVID19 lockdown #stayhome if you can. ❤️ https://t.co/GHotRF3LQx|2021-01-09 23:33:38
@LawtonTri #timstwitterlisteningparty was my first, with #StayHome currently very pertinent but #BlackLivesMatter is probably the most important of all.|2021-01-09 23:32:11
"After a fab day, time to knock it on the head for the night.

Have a good one folks.

#StaySafe 
#StayHome https://t.co/IVZ0EiKjzy"|2021-01-09 23:31:52
"COVID19 is not a conspiracy to overthrow the economy!!!!

COVID19 is not a conspiracy to overthrow the economy!!!!

COVID19 is not a conspiracy to overthrow the economy!!!!

Sick of that theory! 

#maga #magaidiots #covid #StayHome https://t.co/LJwKfFC7rK"|2021-01-09 23:31:40
When the curfew is 8 but so is your bedtime 👵🏼 #stayhome|2021-01-09 23:31:32
"Welcome to Round 2 of Lockdown! What I am I doing today? 
Answer: trying to stay alive!!!! #lockdown2021 #coronavirusuk #lockdownuk #StayHome #WearAMask #stayathome #iamstayingalive"|2021-01-09 23:31:12
Grateful that my #safe zone circle of 10 miles includes such beauty.  #StaySafe, I know it’s hard.  We will weather this storm if we can look after each other, limit contact and #StayHome the rest of the time. @BelfastHourNI @wearetrekni  @WeatherCee @AertbyLisa @donnarainey4 https://t.co/Cha7b1OTKV|2021-01-09 23:29:51
Had to go to Birmingham today. The sight of New Street Station empty at 10.30 on a Saturday morning was chilling - but reassuring that people are staying home unless they really have to travel. #StayHome https://t.co/XIDKjmwb1Y|2021-01-09 23:29:47
Another reminder of why we need to heed the message to #StayHome https://t.co/umPpRpbjaw|2021-01-09 23:29:42
"Day #364 of the #Pandemic:  California experiencing a ""mass-fatality"" event.

https://t.co/9Z9MikedIL

#Corona #Covid19 #coronavirus #WearAMask
 #StayHome
 #COVIDIOTS"|2021-01-09 23:29:11
"#StayHome

COVID-19: Lockdown data suggests people have become used to bending the rules | UK News | Sky News https://t.co/kv3G9NbrzR"|2021-01-09 23:24:23
#StayHome and get #comedy 🎤 on. @DamonWilliam  https://t.co/77NkLt8W5j https://t.co/Xpvbye4Ief|2021-01-09 23:24:16
"Feeling MUCH better. Thks for good wishes ☺️

Grateful for kindness &amp; generosity of our pals-cakes dinners bread books papers &amp; even flowers 💐 We won’t go hungry in this cooler! 👩🏻👨🏻‍🦱👦🏻👦🏻👦🏻❤️ ⁦@puttscurley⁩

My🧔🏼&amp;👵🏻 got deliveries too🚚🛒 #StayHome #HoldFirm ⁦⁦ https://t.co/wLVg25zSQO"|2021-01-09 23:24:13
"@sbattrawden I support the #NHS 100% 💙💙💙💙
You're all doing an incredibly difficult job in heartbreaking conditions and my heart goes out to each &amp; every one of you 💙💙💙💙💙💙  #StayHome
#ProtectTheFrontLine 💙💚
@julesbuddle 💚 @RicksQuiff 💙
Angels On Our Side 💙💙💙💙"|2021-01-09 23:23:34
Incredibly sad. #StayHome https://t.co/qBGq3YwrtN|2021-01-09 23:23:09
Ottawa! We were doing so well, so recently! Remember?! Snap out of it! #StayHome https://t.co/rivp2cXqNm|2021-01-09 23:20:49
So frustrating. It was so different before Christmas. And yet so many people still do not care. #StayHome #covidireland #COVIDIOTS #StaySafe https://t.co/4425LK2fBV|2021-01-09 23:20:21
"The pandemic's spread in Ireland is truly off the charts. Worried about my family and friends there.  
#StayHome #WearAMask https://t.co/hnclxJR5pg"|2021-01-09 23:19:20
"If you get stuck in the mud:

🙇 Spread your weight across the surface

❌ Avoid moving and stay calm

🚷 Discourage others from trying to rescue you as they may become stuck too

☎️ Dial 999 for the Coastguard. If you don’t have a phone, shout for help

#BeCoastSafe #StayHome"|2021-01-09 23:18:46
"https://t.co/rvwOBOH3cG

Get the cash you need, all from the comfort of home #paycash #smallloans #loans #personalloans #California #Florida #texas #Bills #StimulusChecks #StayHome https://t.co/qvSl02WdzD"|2021-01-09 23:17:34
"#STAYHOME #WEARAMASK. 
“The number of people dying from COVID-19 daily is now exceeding the average number of deaths in L.A. County for all other causes, including heart disease, cancer, stroke, diabetes, car crashes, suicides and homicides.” #COVID19 https://t.co/mnDJENvj1K"|2021-01-09 23:17:01
Watching the Toronto traffic report on tv and wondering why the roads/highways are so busy.  Where are people going during a lockdown?  #StayHome #WearAMask|2021-01-09 23:16:30
"Conservative Provincial Governments cannot get their acts together to roll out the vaccine, because they are all still on vacation.
#cdnpoli #abpoli #onpoli #COVID19 #WearAMask2SaveLives #StayHome https://t.co/89K0fW2b32"|2021-01-09 23:15:48
Jin ko yaqeen ni tha sun lo.. martial law lag chuka hai.. There’s crewfew everywhere.. #MARTIALLAW  #StayHome #StaySafe #poweroutage https://t.co/93G0V8VAw8|2021-01-09 23:15:45
Be Healthy. Help stop the spread of CoronaVirus (COVID-19). #HappyHolidays #StayHome #StaySafe #ItsPossible https://t.co/fibdVwJP0d|2021-01-09 23:15:04
We had a fancy family Friday night dinner from @RodneysToronto #pandemiclife #FridayNightFeast 🦞 🦪  fun to get dressed up (my new dress is by Jody Morlock @Pat_Field ) #childlife #isolationlife #StayHome #StayHomeSaveLives https://t.co/2biAbXdFgv|2021-01-09 23:14:10
"""Our hospital system is at the gates of hell""

We all need to do everything we can to drive this virus down - for frontline workers like Anthony - and our loved ones 

#StayHome https://t.co/BkdHXB7Whu"|2021-01-09 23:13:05
I'm with that woman. 👏👏👏.  #StayHome https://t.co/ryZoliOl3Q|2021-01-09 23:13:03
@PM2021DGB @coinkit_ #StayHome  and wear your mask|2021-01-09 23:13:03
"📌  🇺🇸 reported more #COVID19 cases &amp; deaths last week than any previous during the pandemic.

📌 And &gt; 4,080 deaths on Thursday 

📌 In LA county 1 person is dying every 8 minutes.

Do your part &amp; Stop The Spread!

Wear a Mask &amp; #StayHome

#DemVoice1
https://t.co/06BPFepSaD"|2021-01-09 23:11:39
The M1 Mansfield way as it should be on lockdown so we can have a good run back to Leeds. 😉 #StaySafe #StayHome https://t.co/g4eZeOBXSa|2021-01-09 23:11:20
"📌  🇺🇸 reported more #COVID19 cases &amp; deaths last week than any previous during the pandemic.
📌 And &gt; 4,080 deaths on Thursday 

📌 In LA county 1 person is dying every 8 minutes.
Do your part &amp; Stop The Spread!
Wear a Mask &amp; #StayHome

#DemVoice1 #ONEV1 
https://t.co/a0GJThbRA8"|2021-01-09 23:11:12
"The fact it seems most Albertans won't be receiving the #COVID19 vaccine until next Halloween is horrific.

#cdnpoli #abpoli #ableg #earplugs #abhealth #WearAMask2SaveLives #StayHome https://t.co/pnK6F6UVRb"|2021-01-09 23:11:07
These people that are ignoring the rules fail to understand that if they needed the NHS for a non-Covid emergency, they won’t be able to get the care that they will be demanding, because the system will be FULL. #StayHome #NHS . This is NOT the time for antivaxer protests.|2021-01-09 23:10:41
Well it’s been a few months or mayhem but I think I’m feeling better 😢 tired of all this COVID stuff now 💩 shielding again! #Covid19UK #COVID2019 #shielding #StayHome #staysafe #pandemic|2021-01-09 23:09:14
"Current looting at iLitha in king williams town
#kwt #eqonce #bccm #stealing #kingwilliamstown #looting #booze #AlcoholBan #ilitha  #LockdownHouseParty #WasItWorthIt #Covid19InSA #LockdownSA #secondwave #StayHome #gwaankwank #LockdownLevel3 #Lockdown https://t.co/4jU4czcH2Z"|2021-01-09 23:08:59
@RealStone_Tile Oh wow! 😮 what a lovely giveaway! 😍🥳🌈 I would be thrilled to be your lucky winner!🏆❤😀  Thanks for the opportunity and best of luck to everyone else entering 😘🍀🤞🏼 #staysafe #stayhome 🌈❤💙 @Mummyof3boys_ @Emma33770746|2021-01-09 23:07:19
"How incompetent, inhumane, unethical, unmerciful and corrupted our Leaders are.... 
We need full lockdown now....🚫
#Lebanon_Cannot_Breathe
#StayHome
#MaskUp 
#كورونا_مش_مزحة 
#خليك_بالبيت"|2021-01-09 23:06:59
@Keir_Starmer Give me my pension and i will be able to #StayHome Otherwise its preschool for me open to all, unlike school nurseries and reception classes which are only open to keyworker and vulnerable children.....why is that exactly🤔|2021-01-09 23:06:57
@_KnightsOf @kellyyanghk @ed_pr @bouncemarketing @BooksRound @CBGBooks @bookshop_org_UK Oh wow! 😮 what a lovely giveaway! 😍🥳🌈 I would be thrilled to be your lucky winner!🏆❤😀  Thanks for the opportunity and best of luck to everyone else entering 😘🍀🤞🏼 #staysafe #stayhome 🌈❤💙|2021-01-09 23:05:38
"In the last 9 days, over 2 million new COVID cases in the U.S. and over 24,000 deaths! It ain't over! Keep Praying!
#COVID19 #Pray #StayHome #StaySafe #MaskUp #WearAMask #SocialDistancing #WashYourHands"|2021-01-09 23:05:29
Just on a call with my mum who was delighted that this year went by so fast . . . i didn’t have the heart to tell her that there’s another 51 weeks to go #lockdown #covidireland #COVID19 #StayHome #StaySafe|2021-01-09 23:04:25
hospitals have only just started to treat those who caught covid through Christmas festivities. the ambulance service is already under immense pressure, and last night was the busiest i’ve ever seen my local a&amp;e.  #StayHome #StaySafe https://t.co/uA7MFqAoCr|2021-01-09 23:04:13
Worrying. #StayHome https://t.co/ynBE2nOHEk|2021-01-09 23:04:03
"Being safe at home and lazing around is a complete and utter privilege that we should all recognise and be grateful for. Contributing to the pressure is morally reprehensible.
#StayHome  #NHS"|2021-01-09 23:03:54
"The number of people being tested is down, hence the lower new case numbers. #COVID19AB is still very much being spread.

🤒 If you feel sick, #StayHome &amp; call 811 to book a test. #BeResponsible #BeSafe #yeg #yyc #abpoli #Alberta https://t.co/NrUmkHjr8l"|2021-01-09 23:03:14
It's not just in ICUs that Covid patients are suffering. Whatever your age, don't risk getting it, don't risk spreading it. #StayHome if you can, #HandsFaceSpace if you can't. https://t.co/M1VINxHY62|2021-01-09 23:03:14
"📌  🇺🇸 reported more #COVID19 cases &amp; deaths last week than any previous during the pandemic.

📌 And &gt; 4,080 deaths on Thursday 

📌 In LA county 1 person is dying every 8 minutes.

Do your part &amp; Stop The Spread!

Wear a Mask &amp; #StayHome

#DemVoice1
https://t.co/dz4LJUDqsK"|2021-01-09 23:03:05
"PETE JENSON AT ESTADIO EL SADAR: This was the game they were not happy about playing. Storm Filomena had made for a four-hour delay flying out of the capital late on Friday night.
       - #HalaMadrid #RealMadrid #StayHome"|2021-01-09 23:03:02
"Here’s the deal folks according to @JoeBiden. 

We are going to #MaskUp, #StayHome, #SociallyDistance.

We are all in this together. Watch the latest #video from the @Transition46 Team to prepare you &amp; help you cope.

We are trying to kill a virus. 

https://t.co/0vKSkOqsvt"|2021-01-09 23:02:54
"Its my birthday weekend~ 📸🎂💕

Today I finally cosplayed my favourite character~ Motoko Kusanagi 🤩💖💖
Suit made by me😊

#StayHome #コスプレ #攻殻機動隊 #motokokusanagi #ghostintheshell #Netflix #cosplay #blackcosplayer #animegirl #customsewing #d3sew https://t.co/mgCtTqny9r"|2021-01-09 23:02:49
"Embracing a healthy Hygge Saturday evening. Cosy, safe, content 🥰
The perfect antidote for #Lockdown3

#Hygge #StaySafe #PositiveVibes #WeekendVibes #FeelGood #SaturdayMotivation #London #StayHome #BiscoffMugCake https://t.co/NRPlRqnYUy"|2021-01-09 23:01:55
"Again - each case means lots of risk, immediate &amp; long term

Thank you for stopping anything nonessential, washing hands, maintaining 6 feet, and hanging in there just a bit longer.

This may be the worst of it, &amp; we're all just DONE, but we CAN do it!

#StayHome 
#NiagaraRocks https://t.co/Jan6EnYxe4"|2021-01-09 23:01:19
Some people just spend there Saturday getting drunk by the time it’s time to go out your all trashed #nobueno #StayHome|2021-01-09 23:00:38
"American Academy of Pediatrics (AAP) recommended that infants born to mothers with confirmed COVID-19 be temporarily separated to lower the risk that the baby would be infected.
#DrTerri #covid #coronavirus #corona #stayhome #staysafe  #CovidInPregnancy #CDC #AAP https://t.co/BrWvmH2nCA"|2021-01-09 23:00:38
"""People are usually the happiest at home."" - William Shakespeare
#comfort #stayhome #LifeAmplified #ClarityProducts https://t.co/XOyxaGYWwk"|2021-01-09 23:00:30
Honestly, just #StayHome https://t.co/wdOzcVb6S1|2021-01-09 22:59:28
@LyndaSGayle1 Happiest of Birthdays, Aunt Sue!! My grandmother was 103 (but didn’t face or beat!! COVID-19 in her day), I wish you many, more happy + healthy days ahead! You (and all our healthcare workers like @LyndaSGayle1) are the real #AmericanHeroes!! #StayHome #StaySafe! #Happy104 🇺🇸🎂🎆|2021-01-09 22:59:09
"We start a new year blessed. Here a before and after our work. ""A clean place is a healthy life""
#Ready2Clean #housecleaning #officecleaning #deepcleaning #moveinoutcleaning #airbnborlando #vacationhomerentalorlando #orlandovacation #stayhome #orlandorealtor #disinfectingservices https://t.co/10kZ2cVTm2"|2021-01-09 22:58:19
"Whatch your thoughts for they become words.
And think positive.

-Esaho Louis jr-

#RespectEsaho
#StayHome 
#StaySafe 
#BeKind21"|2021-01-09 22:58:15
"Its a very deep condolence to know this news. At the same time we face Covid 19 too. Stay safe everybody 🙏🙏🙏
#SJY182 #PrayForSJ182 #StayHome https://t.co/MkQJYgeaRn"|2021-01-09 22:57:30
"""Our hospital system is at the gates of hell""
Please just #StayHome 
Not a big ask. Just do it  . https://t.co/MwPeqzpPUA"|2021-01-09 22:56:56
"#GA #COVID19 1/9 3p

Again over 12k cases.

100 deaths  

#StayHome 
#MaskUp https://t.co/QUbkeRtFv0"|2021-01-09 22:56:48
Very disappointed today to see so many Torontonians out without masks and not social distancing. Warm weather will come again - do your part people #StopTheSpread  #ontariolockdown #StayHome #MaskUp this is serious|2021-01-09 22:56:33
"So sick of hearing ""we had an indoor gathering where people were eating and drinking, but it's ok, everyone stayed really safe."" That's like, ""we went out racing motorcycles on city streets at 80mph with no helmets, but everyone did it really safely!"" #StayHome"|2021-01-09 22:56:09
"#HappySaturday, people!
#StaySafe #StayHome https://t.co/0xdvmGw9oF"|2021-01-09 22:55:06
Once in a while try to take time for quite moments #SaturdayThoughts #SelfCareSaturday #StayHome #beagle #CoffeeLover #book #KindleUnlimited https://t.co/8L7xV8Oytx|2021-01-09 22:54:53
MRT @KaceyKells #lifecoaching Let the #books do the #travelling #adventure #humor #StayHome #StaySafe https://t.co/zEFBRpdNOc https://t.|2021-01-09 22:53:46
"Its not me, 
Its the boredom of lockdown  😩
#bored
 The Lord spoke to me last night
#coronavirusuk 
#COVID2019 
#Covid19UK 
#lockdownuk 
#COVID20 
#MidweekGloriousWord 
#BorisFailedBritain 
#ontariolockdown 
#BBCBreakfast 
#StayHome 
#COVID 
#Prayer Brisbane https://t.co/ZWSRGjSNqH"|2021-01-09 22:52:40
#Art: Massively #rapid #drawing at the Hugh Lane Gallery #pen #sketch #Dublinhour #urbansketching #randompeople #theatreofeverydaylife #beautyintheordinary #Irishart #wearamask #stayhome  https://t.co/VoznMZj34O|2021-01-09 22:52:37
"📌  🇺🇸 reported more #COVID19 cases &amp; deaths last week than any previous during the pandemic.

📌 And &gt; 4,080 deaths on Thursday 

📌 In LA county 1 person is dying every 8 minutes.

Do your part &amp; Stop The Spread!

Wear a Mask &amp; #StayHome

#DemVoice1
https://t.co/drrsrfWAIY"|2021-01-09 22:51:16
"Design The #Oscars @derekmclane 

#streaming  #StayHome  Watch : 

https://t.co/t9uYWrNtkt

https://t.co/ioCcjkLTok https://t.co/z4PFortWw7"|2021-01-09 22:51:06
@AusPublicHealth @annajstelter Whenever, however you can #ATX, get #vaccinated. Then, as possible, #StayHome https://t.co/iaI2WW0sq8|2021-01-09 22:50:34
"#Covid19UK #covid19 #CovidUK
#StayHome #SaveLives 💓
#NHSCovidHeroes 😷 💪 🙇‍♂️ 🌈
@BorisJohnson @MattHancock @DominicRaab @pritipatel @michaelgove @SuellaBraverman @grantshapps @RishiSunak @Keir_Starmer @OliverDowden @RobertJenrick @AngelaRayner @jessphillips
Wake Up And Smell ☕ https://t.co/VDGEp5hHiI https://t.co/twlI0Vychz"|2021-01-09 22:49:36
@RJ4SCH @BorisJohnson your first under 10 youth advisor Boris? #StayHome|2021-01-09 22:48:34
@fordnation #StayHome but for essential trips. #WhenLeadersFailToLead https://t.co/XSAAeKBV8M|2021-01-09 22:46:30
Over 20 @stjohnambulance #emergency #ambulances were out today supporting @Ldn_Ambulance in the capital. It's a privilege to deploy with such excellent #volunteer colleagues. #London is still far too busy though, please #StayHome - lives depend on it. https://t.co/2nBKi5DL1n|2021-01-09 22:46:24
#StayHome and #Stay just a little bit longer.. #Music for #romance #jazz #ballad https://t.co/MzQZmfBlSZ|2021-01-09 22:46:17
How often do you need to be told? #StayHome https://t.co/8cj0vmsKPN|2021-01-09 22:44:54
"📌  🇺🇸 reported more #COVID19 cases &amp; deaths last week than any previous during the pandemic.

📌 And &gt; 4,080 deaths on Thursday 

📌 In LA county 1 person is dying every 8 minutes.

Do your part &amp; Stop The Spread!

Wear a Mask &amp; #StayHome

#DemVoice1
https://t.co/lgoCPumNG7"|2021-01-09 22:44:06
@alexjonesAM1 @sheilaloughlin_ There is none, just a bunch of Covid deniers showing contempt towards all of us, defying #StayHome advice and breaking the 5k travel limit.|2021-01-09 22:44:00
The rate of infection in KY is going through the roof. Please be careful. #StayHome if you can and always #WearAMask when seeing someone outside of your house. https://t.co/rPi4WhzgWC|2021-01-09 22:43:09
