text|date
Words Matter. Excellent Leadership is Important. Integrity and Good Character is Essential.  #StephanieDukesforFlorida #Dukes2022 #FloridaHouse32  #StayHome  #StaySafe  #PPE #SocialDistancing #WashYourHands https://t.co/RClRN3x1Eq|2021-01-06 23:23:22
"◾Sport Mask Exhalation Valves ✅
◾Washable Mask ✅
◾High Quality ✅ 
◾ Low Price✅
➡Delivery Available to all Lebanon🇱🇧
➡Contact Us for more information 
76824883
#facemask #lebanon
#staysafe #beirut #saida #covid_19 #mask #protection #coronavirus #safety #corona #StayHome https://t.co/GcowPrpzMg"|2021-01-06 23:22:57
Nothing makes me wanna #StayHome like homegrown white supremacist terrorism!|2021-01-06 23:22:44
Just Lock in the vote and accept your defeat, Stop being such a Nazi, The US democracy is being abused. Make sure to #StayHome As much as you possibly can here and in the US for those planning to go out in the US don't go out, if you will #StaySafe|2021-01-06 23:22:31
#losangeles stay home! This is not our fight! Stay safe! #stayhome https://t.co/gLIELuQvLX|2021-01-06 23:22:20
"Please, PLEASE do not think this virus ""doesn't effect children""
https://t.co/SUkYQ6l1lI

#StopTheSpread #StayHome #keepkidssafe"|2021-01-06 23:20:31
"Very worrying.
STAY AT HOME PROTECT THE NHS SAVE LIVES.

#NHS #StayHome #protecttheNHS https://t.co/4r8s5D4cBP"|2021-01-06 23:20:16
"'The daffodils will come' 

Diolch i @dr_mattmorgan am eiriau ysbrydoledig 🌻 Thank you for your inspirational words 

Most #COVID19 patients are treated by physicians on medical wards. Our members are working hard to keep people healthy. Please #StaySafe, #StayHome #DweudDiolch https://t.co/hKaY3uJy0L"|2021-01-06 23:20:10
In these trying times this means a lot. We have to try and get through these hard times together. Without these small sacrifices now, we will not be able to enjoy the GOOD times coming.  “IT’S ALWAYS DARKEST BEFORE THE DAWN #staysafe #stayhome #LetsDoThis #LetsBeatCOVID19Together https://t.co/0ibi7TvBsF|2021-01-06 23:19:54
If you are in any doubt about how real Covid is, watch the updates from our NHS, patients and our Dr’s &amp; Nurses. The trusts are at breaking point. #StayHome #protecttheNHS #SaveLives #COVID19|2021-01-06 23:19:54
Rapid rise in number of cases in the 19-34 age category now at 108.  Total confirmed cases 411 and 37 deaths. Please stay vigilant and #StayHome https://t.co/0BPsdMoh5n|2021-01-06 23:19:42
#covid19 update for #Georgina. 12 new cases today. 57 cases reported in the last week. 52 are active. 6 in hospital 2 in ICU. Outbreaks at River Glen Haven 2 staff,  Upper Canada Childcare Prince of Peace 2 staff, Community Living House 1 staff. #StayHome|2021-01-06 23:19:40
The status of #COVID19 cases as of 5 p.m. today. We must remain diligent in our efforts to practice #physicaldistancing, wear a mask or face covering when in public, and #StayHome as much as possible. Further data and information is available at https://t.co/4M67s1we9k. https://t.co/KGMuktKGHH|2021-01-06 23:18:41
"#StayHome 
Please."|2021-01-06 23:18:28
"All my friends &amp; followers who are in the DTLA area please stay safe. MAGA terrorists are moving in on DTLA.

Do not engage or antagonize these pieces of sh*t. 

#StayHome"|2021-01-06 23:17:34
"▶Air Doctor 
▶High Quality 
▶ Low Price
➡Delivery Available to all Lebanon🇱🇧
➡Contact Us for more information 
76824883
#staysafe #lebanon
#facemask #covid_19 #airdoctor #safetyfirst #Lebanon #Beirut #StayHome #LongCovid #coronavirus #BeSafe #protection #STERILIZATION https://t.co/iyeqAuAjCY"|2021-01-06 23:17:08
"@haywoo01 😳😳WTF!?!
Hope you’re all ok? 😬 #StayHome"|2021-01-06 23:17:07
"MB COVID chart update: 
176 new cases
7 day avg up from 142 to 148

Test volume climbing back up, with positives moving back up on a similar track. 7 day average will be jumpy this week as holiday variation falls off the back end.

 #Covid19MB  #flattenthecurve #covidMB #StayHome https://t.co/jwFQQP4rHr"|2021-01-06 23:16:42
""" All my American Friends We love you. You are very special."" Simply unreal what is happening in Washington. And yet, I am not surprised.#Washington WE LOVE YOU #StaySafe #StayHome #capitollockdown https://t.co/Nr1BlV7eAP"|2021-01-06 23:15:35
"It’s more IMPORTANT than ever!

🏠 Stay Home
😷 Wear Mask when going out
🏋️ Exercise to stay fit
🍎 Eat Healthy for immune system
🍃 Adopt Eco-friendly Living
🏝 Care for People
🌍 Care for Environment
📚 Gain Knowledge

#goals #Sustainability #StayHome #Covid_19 #CoronaVaccine"|2021-01-06 23:14:54
"Day 2 of #homeschooling 
My daughter has a meeting with her teacher and classmates online for 15 minutes every day.  Her teachers working hard and I really appreciate it😊
#schools #StayHome #lockdown #Covid_19 #coronavirus"|2021-01-06 23:14:18
Totally in awe of this woman, what she said &amp; how she said, clear emotion in a lot of what she was saying but delivered with such honesty, dignity and some brutal stares (and backed up by Sage) these are the voices we need to listen too #StayHome #NHSblueheart 💙 @doctor_oxford https://t.co/nhI9Hc9Ire|2021-01-06 23:14:01
@nbc4i DeWine and Mayor Andy finally left Virginia Beach? They're telling us all to stay home... I got C's in geography, but even I know that's a 4-hour drive/1-hour flight from Ohio. Come back home, guyz - we need your leadership! #StayHome #ComeHome #VirginiaBeach https://t.co/atnWZEQb7J|2021-01-06 23:13:23
@SparklyDingBat @nickynoo007 @sbattrawden @MattHancock @BorisJohnson So sorry. We know it didn't have to be like this. The entire pandemic has been handled appallingly, incompetently, negligently by those currently in government, in London. #COVID19 #CoronaVirus #StayHome #WearAMask #SoSNHS https://t.co/eHB9SeE5SJ|2021-01-06 23:13:17
"✳Protect your health✴
➡Contact Us for more information 76824883
#facemask
#covid_19 #lebanon #staysafe #corona #safetyfirst #Beirut #StayHome #lockdown2021 #LongCovid #BeSafe https://t.co/7xoScLLCJN"|2021-01-06 23:13:05
"Day 6 of @REDJanuaryUK ~ HIIT workout with @thebodycoach 🤸🏽‍♂️

https://t.co/nKurVsboEG

#REDJanuary2021 #keepactive #joewicks #fitness #StayHome https://t.co/9pnHDUSreM"|2021-01-06 23:13:03
"#These terrorists’ ring leaders always try to work on as many levels as they can. 
One, today, was to attempt to provoke #POC and #BLM by showing how different whites are treated. It was for show in order to feed/fuel anger. Don’t swallow it. Stay home. Please. #StayHome"|2021-01-06 23:11:19
Please be extra vigilant if you must go outside your home, you must wear a mask, maintain a 2m distance from other people &amp; use hand sanitizer when entering &amp; leaving shops/transport system &amp; your home. #StaySafe #StayHome #Greenford https://t.co/ID2WOk2E1B|2021-01-06 23:11:02
"This would greatly benefit $RMO and @nikolamotor. Dont let us down @GavinNewsom. Show us the money! Im sure the #JoeBiden Admin will also assist with funding the #GreatReset. $NKLA $TSLA #CallofDuty #CapitolBuilding #StocksToWatch #cleanenergy
#StayHome
https://t.co/Az8q5nXEtL"|2021-01-06 23:11:02
Civil War in USA or boredom from the #StayHome  order?|2021-01-06 23:08:34
We are all a lil crazy from being quarantined since last May, so please, everyone, #StayHome There are a lot of families that can’t leave their house because someone has a compromised immune system and your reckless behavior could kill them. #COVID19 https://t.co/jQoaX7wRpY|2021-01-06 23:08:32
"What a plan! What a ‘Hero’....NOT!!! What an absolute SELFISH CHILD!!!!  As for his ‘Followers’...NO WORDS!!
I will concentrate on living, looking after my family, wearing masks &amp; staying home!! #LockHimUpNow #COVID19 #StayHome #priorities 🤷🏻‍♀️🤗 https://t.co/xvzumQ3l0k"|2021-01-06 23:08:22
"Idk why they can't just call in the national guard and start shooting and gasing those protesters.
#1776Again
#antifa 
#treason 
#Terrorism 
#StayHome 
#StopTheSteaI2021"|2021-01-06 23:08:10
"◾KN95 Face Masks ✅
◾High Quality ✅ 
◾For Low Price 🔹
➡Delivery Available to all Lebanon🇱🇧
➡Contact Us for more information 
76824883
#facemask #Covid_19
#lebanon #staysafe #coronavirus #safetyfirst #beirut  #protection #facemask #kn95facemask #StayHome #besaf https://t.co/1oUFHyqyRr"|2021-01-06 23:08:09
I am rlly rllly sorry I am kinda late but the giveaway is gonna be cancel I am so sorry #StayHome|2021-01-06 23:06:54
#Hounslow Council is working to reduce the spread of Covid-19 and keep residents safe. If you are a Hounslow resident and would like to book a test, follow the link #StayHome  #StaySafe https://t.co/g5BrbElHLP|2021-01-06 23:06:15
@GolfChronicle @EnglandGolf As others have pointed out to me: it’s not the activity/setting that spread Covid, it’s people. We’re in an awful place, we all need to do our bit. #stayhome|2021-01-06 23:05:38
"@mancunianmedic From the relative safety of our Shielded CEV existence (hubby) I send you love, gratitude, strength and safe hugs.

You guys, all of you, across our country, are extraordinary 💙
But you are ALL, also human too.
Thoughts with you all.

To the public- PLEASE #StayHome #COVID19"|2021-01-06 23:05:19
#StayHome we need you https://t.co/kF2msQp2Kl|2021-01-06 23:04:48
This ain’t our business! #coup2020 #StayHome https://t.co/7nOipkPTC1|2021-01-06 23:04:39
Come on, it needs us ALL to do this! #StayHome https://t.co/WkCffRPyZa|2021-01-06 23:02:46
"Sorry missed out *not* as in ""does *not* provide a decent living wage"". Again sorry. #NHSblueheart #NHSPay15 #StayHome #SocialDistancing #WearAMask 💙💙💙"|2021-01-06 23:02:28
"""A TOTALLY PREVENTABLE DEATH ""
#StayHome #StaySafe #WearMask #AvoidCrowds
Fight for documentation, adequate housing and humane work conditions for California Migrant Farm Workers!! They FEED YOU AND ME. #CA #Covid-19 crisis https://t.co/cedlbXGTvZ"|2021-01-06 23:01:55
"💙Customer photo💙
How lovely this utility room looks? ☺️
Dark brown finish on our shelves goes beautifully with the yellow ☺️
.
.
#handmade #shelf #SmallBusiness #HomeDecor #WorkHard #StaySafe #StayHome #etsy #ebayseller https://t.co/2efuED7SyB"|2021-01-06 23:01:34
"◼Greend Mask
◼Comfortable , Breathable , Fashionable ,And Elegant .
◼High Quality
◼Low Price
◼Delivery Available to all Lebanon
◼Contact Us for more information 76824883
 #lebanon🇱🇧 #beirut #staysafe #facemask  #coronatime #saida #coronavirus #mask #StayHome #highquality https://t.co/WZmTUgTVlV"|2021-01-06 23:01:19
I've just added a #blueheart 💙 to my profile to show support for all those in the NHS working tirelessly to look after so many sick and dying people. #StayHome for them. They need our help right now. #NHSblueheart|2021-01-06 23:00:46
"We hope everyone is keeping safe in these uncertain times. 

There is currently no updates from us at the media team but when we do we will let you know.  

Please all continue to follow the government advice. 

#StayHome 
#ProtectNHS 
#SaveLives"|2021-01-06 23:00:21
"The best way to kick back and relax is with our customer favorite CBD OILS... Available in Raspberry Lemonade, Mint, Natural and Blueberry.

Shop now 
https://t.co/bilQThbsPX

#miami #boston #cbd #cbdoil #CBDEducation #stayhome #covid19 #coronavirus #cbdfacts #hemp #hempfacts https://t.co/0MZTHMO9B9"|2021-01-06 23:00:17
And, put this film from @BBCFergusWalsh in context with the statistics in this tweet from @meenalsworld. It didn't have to be this way. 😔 #COVID19 #CoronaVirus #StayHome #WearAMask https://t.co/dI3OmzQQ6J https://t.co/3ib5zKSOiZ|2021-01-06 22:59:56
💙 added to my profile.  #NHSblueheart #NHSheroes Our success will be from team work, dedication, learning &amp; developing together. But most of all because we love what we do and the people we work with. @gloshospitals @gloshosptherapy @StrokeGRH #WeGotThis #StayHome #StaySafe 💚💙 https://t.co/8uwV5VxIi6|2021-01-06 22:59:56
@lizziecundy well back in lockdown, so shall I bring the characters back for more smiles x even though I have  been diagnosed with covid I will bring the SMILES  back x what do you think? #NHS  #StayHome @ladswithoutspo1 https://t.co/50UFrnvXST|2021-01-06 22:59:54
This six minute report should be watched by as many people as possible. Thank you to all those working in our NHS. I am grateful for you and sorry for all you are going through. #StayHome  https://t.co/eMEB2zSnUk|2021-01-06 22:59:49
When you’re about to walk out the house but then you hear police sirens. #DCProtests #StayHome https://t.co/ZzRuTXS7up|2021-01-06 22:59:37
Wishing you a speedy recovery Sandra #StaySafe #StayHome https://t.co/uWBZgi2CLx|2021-01-06 22:59:16
*safety #stayhome mi familia. Let these fools do what they do. Racism Deniers #goodluck hiding your dirt now. It’s OUT! THE WORLD NOW SEES #AMERICA https://t.co/Rnczt3wErg|2021-01-06 22:56:58
"You know, masks can help hide your identity AND keep you safer from viruses if you plan to storm the cap... oh nevermind.
#StayHome 
#CapitolHill"|2021-01-06 22:54:42
Current perpetual mood  ..... #lockdown #QuarantineLife #Quarantine #StayHome https://t.co/FbbjLces60|2021-01-06 22:54:19
@slats214 A590 GP circuit as busy as ever today #rushhour #Stayhome #WorkFromHomeifyoucan #SavetheNHS #savelives|2021-01-06 22:52:11
USA respecting the #StayHome with a coup in home office #WashingtonDC #coup #Capitol|2021-01-06 22:52:08
This is not scaremongering but a simple sad reality when NHS staff in London will have to choose who to treat. #stayhome https://t.co/3Xw08ZTcIs|2021-01-06 22:51:41
"Incredibly sobering report showing the reality of #COVID19 in UK hospitals right now. #CoronaVirus #Lockdown #WearAMask #StayHome

https://t.co/XoqCpdSleo"|2021-01-06 22:51:04
"◾Sterilization Card 
◾High Quality 
◾Low Price
➡Delivery Available to all Lebanon🇱🇧
➡Contact Us for more information 
76824883
#staysafe #lebanon #corona #beirut #covid_19 #stayhome https://t.co/ixaQDqAd7J"|2021-01-06 22:50:46
"#100DaysOfWalking Day6 - getting out in these bright☀️ crisp❄️ days definitely help make it all a bit easier. 
#WorkingFromHome💻 #HomeSchooling📚 #CovidLockdown😷 are challenging in different ways for everyone of all ages 
@GetIreWalking @HealthyIreland 
 #StayHome  #HoldFirm🌈 https://t.co/z9bT6GBIlT"|2021-01-06 22:50:45
@bbcquestiontime @BBCQTComments. Heartbreak authentic &amp;painful stories of the death of seriously ill lovely people with Covid. Mums Dads Sisters Brothers Granddparents Friends Neighbours. Could be you. Listen 2facts: #StayHome 80,000 grieving broken families can't be wrong. https://t.co/NHmamKWl0F|2021-01-06 22:50:18
#Mat #exercise  with #Hand #Weights -The #Pilates #online #Studio https://t.co/E3Pn2KW5fQ via @YouTube #onlinelearning #onlinebusiness #fitnessmodel #FitnessMotivation #FitnessGirl #fitness #exercises #workouts #workoutathome #WorkoutWednesday #workoutmotivation #fit #StayHome|2021-01-06 22:50:12
Stay alive. #StayHome #WashHands #StayApart #MaskUp #MaskUpNOLA Get the vaccine when it’s your turn. https://t.co/nHmiynGcvt|2021-01-06 22:49:55
Hurrayyy for the other side that stayed home and did not engage. #StaySafe #StayHome #stayaway from the WH. Those #Terrorists wanted to fight somebody. #DomesticTerrorists|2021-01-06 22:49:36
"#stayhome. Take care of yourself.
Buy #doge.
#dogecoin #dogecointo1dollar #dgc https://t.co/QCfXmfQ5WO https://t.co/9v3susWkdo"|2021-01-06 22:48:59
"Hey if you’re living in DC right now, please stay safe /srs 
#WashingtonDC #StayHome"|2021-01-06 22:48:35
"S0 I staked a one time $100 in a crypto token called WESA. 1st October 2020 and now its worth $2012 #crypto #staking #cryptocurrency #cryptotrading #CryptoNews #Bitcoin #bitcoinprice #StayHome #makemoneyonline #altcoins   

https://t.co/dt27SD7Por"|2021-01-06 22:47:14
I think I just coined the term, ‘alpha follower.’ #alphafollowers #stayhome 🙂|2021-01-06 22:46:42
Cooper extends statewide curfew and urges people to stay home as the COVID-19 pandemic worsens https://t.co/IbgzoSs4p7 via @ncpolicywatch #nc #ncpol #ncga #ncgov #StayHome|2021-01-06 22:46:04
"Hi everyone. I just want to say thank you for everything. Hehehe!
For this trouble time I hope everyone is doing well. Whoever reading this have a blessed day❤️ #HappyWednesday  #StayHome #StaySafeStayOpen"|2021-01-06 22:45:42
"Tomorrow @UKHouseofLords debate lockdown regs (👇 2/2). Latest data shows national restrictions vital: 

💉 1m people are infected in England  
⚗️Cases up by 70% 
💊 Hospital admissions 40% higher than April peak 

#StayHome"|2021-01-06 22:45:29
The government is saying #StayHome . So surely the @churchofengland should be saying the same. Why invite parishioners to take risks?|2021-01-06 22:45:02
"Is it just me or the Covvid stats are really not making sense right now like the maths is not mathsing.
#StayHome #Ramaphosa"|2021-01-06 22:44:25
The NHS is under huge and unprecedented pressure. The dedication, professionalism, compassion and resolve of all those who work in and with the NHS is phenomenal. Thank you! @lisa_klseahorse @Kupermar @Chrisbown9 @ClaireLNWH and all the team @LNWH_NHS #StayHome|2021-01-06 22:44:14
"New videogame release. Make sure you buy the * Rational Human Being * dlc that includes a mask, the npcs seem to have a specially dangerous form of the virus. 

#sorrybutnotsorry #StayHome  #Pence #democracyindanger #BlackLivesMatter https://t.co/rlkPO2XsxW"|2021-01-06 22:44:13
"@MSNBC Stand a chance of earning thousands of dollars on a daily and weekly basis without depending on your monthly income, invest $500 and earn $4500 within 5 working days.... ASK ME HOW???
#Capitol #chimes #SurvivalFundHelpedMe 
#COVID19 #StayHome 
#StaySafe #Bitcoin #investors #money https://t.co/88B5yXuzH9"|2021-01-06 22:44:11
"#StayHome  
#Covid is not a hoax https://t.co/BbV3IilWSU"|2021-01-06 22:43:46
"@edinburgers Amazing! I do love getting the wee ones involved with cooking at home and more so with my Pizza making kits! 

Super affordable too! 

Great family time 🏡

#StayHome #pizzakit #tablejamesmcneish #scottishchefs #textandcollect"|2021-01-06 22:43:32
"Covid is real and every day I'm hearing of more people I know that are testing positive 😥

I also know people that work at @MKHospital and it's scary how bad                                    it is and actually insulting to the hard work they are currently doing 😥

#StayHome https://t.co/l5dQ966DZX"|2021-01-06 22:43:18
Doctors, nurses and other healthcare professionals are humans as well. We can be affected by Covid just like everyone else. Stay safe.   #StayHome #beatCovid19|2021-01-06 22:43:05
This. #StayHome #WearAMask #washyourhands https://t.co/3JKEqdMehF|2021-01-06 22:42:53
I've spent too many nights away from my wife and kids. When I returned my kids were apprehensive about touching me. #StayHome @HSELive @AmbulanceNAS @DF_Medics|2021-01-06 22:42:41
WATCHLIST: OTC Markets https://t.co/SF5454bXt8 #Pennystocks #investing #StocksToWatch #StayHome|2021-01-06 22:41:43
How To Use Airbnb For The Best Experience #StaySafe #StayHome SoloTravel #TravelTips https://t.co/VrSs3trYyX https://t.co/DnPV1FiKab|2021-01-06 22:40:32
"@RTENewsPaulC @rtenews @MichealMartinTD If you #WearAMask #StayHome #washyourhands #HoldFirm and inject yourself with the vaccine... maybe one day the Government will give you back your life.
Maybe..."|2021-01-06 22:40:05
There’s a lot to process in the news right now in DC as we are seeing.  Thinking of friends and colleagues who are in DC and the metro areas and praying for everyone’s safety.  #StaySafe #StayHome #PrayForPeace|2021-01-06 22:39:57
I won’t be clapping on Thursday. Instead I’ll #StayHome, follow the rules, and then vote for a party that will properly fund the NHS at the next election.|2021-01-06 22:39:46
Too many Londoners are dying every day already. Too many of us are getting infected. The need to take every precaution we can manage against spreading the virus is more important in the next few weeks than ever before. #StaySafe #StayHome https://t.co/g3pGGwV940|2021-01-06 22:39:43
Clap for carers. Hmm, nice to be appreciated but would sooner people stay at home &amp; if out wear your mask correctly #StayHome #clapforheroes #|2021-01-06 22:39:36
Our country is in so much trouble. I’m embarrassed of the actions of these people. #StayHome|2021-01-06 22:38:16
